User-ID;ISBN;Book-Rating
56447;0816711844;0
252846;0804802262;0
212898;1556614012;0
7107;0714530387;10
114368;0425155188;5
173990;3928430017;10
85587;0553569910;8
135045;0446604275;0
43309;0792234278;0
76460;0385499345;0
35859;0590997327;0
226545;1551664615;0
60277;0486281965;0
143134;0684836491;0
216386;0452283027;0
172760;0517415283;6
250794;0385241844;0
23768;0684849534;0
199131;1857022424;0
114368;0385508042;0
56447;0821730770;0
238120;0449908623;0
98391;1590580176;9
37420;0425141233;5
198711;0385295944;0
52199;0553294083;0
242824;055329315X;0
171065;1586603884;9
220861;0140346252;0
247201;0060523387;6
38933;0446673544;6
170184;0141014628;0
61910;0553579754;10
203240;0439544165;0
89307;0553263978;0
173343;0451457633;0
133567;340410224X;0
212898;0671435876;0
233911;0812501810;0
129851;067974424X;0
170229;067082416X;0
2276;0671808427;0
234623;0515110396;0
12272;0140621415;0
67663;0060975547;0
254971;0671001167;0
160032;3423123028;0
144531;0671775499;0
269566;0688086985;0
231374;0749395508;0
133935;0393320979;0
160401;0440417953;5
214641;0671027360;8
131046;0671619381;0
124489;0312265778;0
136747;0425143341;8
114446;0552146153;7
60244;0553345214;0
219065;0375700757;8
78783;0843935588;0
98741;0758202253;0
203968;0307100022;0
107456;0446606812;0
237713;080505622X;0
269198;0312182015;8
80397;0552996009;5
251050;0380973421;7
238096;0515127833;8
90137;0385472943;0
188772;0671679430;7
140576;0373033443;6
252846;0460873598;9
212898;0373288859;0
182775;0074622455;0
63714;0500300569;9
113908;0804101515;0
76352;0440176115;0
265313;0425109240;0
23902;0864113048;7
116552;0743418174;0
52584;0515053503;0
88946;0553569031;0
224525;0141314818;10
189334;0312198256;0
28177;014015275X;1
230708;0590629786;5
110934;0439064864;9
107784;0449203190;5
67663;0684809133;0
231159;0316607630;0
268932;0590673181;5
238541;0385322216;0
218569;0671769316;0
270522;0375412824;6
232131;0670836990;0
160558;0553256920;10
77940;0373075006;0
153662;0670894508;0
134797;0842329218;10
171118;0747238405;8
69042;0380757788;0
230522;0307155072;8
238526;0425145638;0
89891;9686225066;6
208622;0141306556;0
11847;0061064866;8
103304;0451151259;0
153361;0449128725;0
60244;0446692298;0
176658;0747536708;0
52853;1575660504;0
52584;0373245009;0
164492;0316693006;7
268030;0449910709;0
252113;0671822209;0
10030;0449134482;0
143415;0684857820;0
134692;20020001;5
876;0345310292;0
112026;014028009X;0
247241;0778320375;0
129358;1551666766;0
28709;0316569321;8
138298;0451169557;0
198046;0425176932;0
250359;0812550757;0
94314;0060535148;0
63714;0721409423;9
59172;0451166302;10
142017;0425081818;5
16090;0425185710;7
13104;0553572210;6
128442;3653256259;0
269728;0732258782;7
78777;0809237628;6
149647;848109322X;7
32440;0452282829;0
266865;0525946578;0
6866;0380812037;0
21014;0345337662;0
49028;0871401703;6
79687;3453305248;0
169027;0764222937;0
198711;0590437208;0
178035;0099129108;0
98297;9518751021;0
124474;0440181275;0
59117;0821761129;6
35874;0553288733;0
98391;0743258770;9
249187;0816148155;0
198711;0671462725;0
36606;0307987698;0
123430;082177462X;0
174726;0380865610;0
108321;8484501833;0
16916;0380718340;0
56856;0440213134;0
58156;031226416X;8
43698;0874772362;0
171471;0887309100;0
117873;1400030641;8
237268;0786843195;6
236757;0786003146;0
54206;1582342644;8
23631;0373105495;0
91937;0395636264;5
271659;0373484909;8
150124;0399147837;0
224944;0743476239;0
228764;0843944803;0
111578;0525945636;0
97620;0864423330;0
127233;0312187459;0
108155;1556612931;0
173415;0345298349;0
37293;0671042858;4
98758;0312286600;7
153797;0451170385;0
14374;0385486804;0
206534;0375501681;0
268292;044508376X;8
79958;0345440765;6
94787;0743405862;0
157273;0451405366;0
62582;0451209109;0
93025;059035342X;7
212411;0316154059;0
78783;0553273299;0
205280;1551669161;4
81682;0375703063;5
198711;0590527924;0
111947;0553266578;0
55019;0345436911;0
143175;0061004251;0
271284;0671733893;0
254064;0385334036;0
76352;0312926294;0
274308;044990928X;0
162155;0395891701;0
93085;0971880107;0
11676;1853714402;0
147141;0452271770;0
124692;0969042507;0
237175;0515103292;0
111358;0399147195;7
170229;0679411658;0
222614;0375726403;0
81227;0786867647;0
201526;0590134701;0
182117;0441005748;10
173632;3826640802;0
93085;0671656821;0
6575;0890877033;7
30487;0375758453;0
170530;0778800180;8
147649;2844050441;9
238889;0061013447;10
175329;0679756973;0
174683;1560523018;0
62895;0689837070;0
238781;0821717146;0
6575;0449209105;8
19038;0787116807;0
247978;3473386391;0
69697;0373790384;0
230496;0345348036;0
274220;326800105X;0
254465;0821742590;0
160077;0380731819;8
198711;0590477412;0
110029;1562920979;0
175886;0553280643;0
259288;0553295284;7
121988;0425046125;7
104399;0590417967;10
38023;1557043671;0
28993;056355150x;8
3816;8887291608;8
45918;0140620109;0
217895;0440202507;0
108404;3492233651;9
268618;1881394204;0
209087;0446670251;0
188498;0440944597;0
172742;0786860960;0
258152;0330313746;0
201674;0312983646;0
31826;0895658194;10
100906;0393974871;10
251362;0394825136;10
170634;1558746099;10
102967;0671670913;0
88733;0380973820;0
30276;0440217563;7
76352;1575668238;0
160413;383217866X;0
133819;184115783X;9
153718;0515134449;8
110746;0553279912;0
114988;0892966203;7
5903;0860685179;0
36606;089529737X;0
35857;0060508302;0
142256;0895657252;0
31315;1575668807;0
24767;0028619463;8
128835;0671878867;7
235105;0897212738;0
262399;0345413881;0
232131;1883319080;0
149084;0375401598;0
76942;0061099279;0
257204;0671698095;0
104636;0440217466;0
17761;0786889349;0
212645;0965064255;0
170518;0671439162;0
33826;0375810684;7
246617;0451186623;0
170192;3880224250;0
242157;0684853310;0
278418;0440224810;0
274061;0843952032;0
73044;0345435338;10
30533;0515115029;0
189373;3453197054;7
167509;0330370529;5
160541;0140293353;9
88677;0553576003;7
216012;0743216490;7
250523;0385485107;7
38956;0842304746;7
198711;0060269898;0
100223;0340401486;0
11645;0451202902;5
207152;0836221192;7
189558;0380717018;8
37950;0887307876;0
159455;0915957671;0
169192;0812036875;10
35859;0070212570;10
93672;0671776134;8
17761;0449227421;3
17726;044990508X;7
180754;059013695X;0
30889;0590673203;0
156150;0440235952;0
177374;051511927X;8
256251;0394935632;0
205145;0553212710;5
231827;0671042858;10
72204;039914465X;2
24283;357012701X;9
189323;SBN57106440X;0
94853;0722111797;8
141210;351810392X;0
97598;0586044345;0
243686;0060198133;0
266522;0600596532;0
139742;0425120279;0
238699;0373195508;0
262391;0380432811;10
206475;3442434688;6
217681;0380804891;7
160412;3546003470;0
71712;0915099209;0
192093;0425122727;0
167800;0373289154;0
42458;0451204891;0
242824;0590568922;0
149661;0380712091;0
63595;1551666928;0
93562;0553578022;7
47856;1552781844;0
6789;067976268X;0
217121;0752530712;5
273912;0812534077;0
93735;0375415351;7
227447;0671567993;0
126296;0765307103;8
216760;0425174484;8
271284;0451170121;0
257204;0451151445;0
52352;0671436546;9
218747;0571201474;10
130571;0486282015;0
259199;0533296466;0
147141;0553298046;0
37311;0929398157;0
254241;0446343870;0
123867;0553576798;0
108773;0582289882;0
258938;0446691798;3
139221;0609807226;10
169859;0586215247;8
117539;0064632539;0
205473;0671036505;0
32412;0385420161;10
269890;0451404823;0
86123;0761506527;0
69971;0395082544;10
98707;3257211848;0
162639;0440213282;0
51350;0060928336;0
151824;0440180953;9
64439;8848102433;4
255489;038542471X;0
59172;0515131229;8
130474;0440226430;0
199772;0805057676;8
107784;084394532X;0
232131;0449217183;8
257021;1580628362;10
247726;038529929X;3
242098;0385265700;10
158254;0452282152;0
175559;0684860015;0
247240;0582642655;9
11676;8879839977;6
206762;0312955006;8
163759;0373240104;6
11149;0006550576;8
125774;0440222028;9
190807;0373225407;0
2769;8845911632;10
115490;0486424499;0
225763;0898154391;5
175100;0451138937;5
198711;084314128X;0
164675;0025424009;8
7346;0373261071;0
161511;0810940027;8
69355;0553117467;8
69232;0385304900;9
7158;031213150X;8
169766;044041508X;5
224122;0140271805;0
214890;034055830X;0
25601;0679721274;10
11676;0060192119;10
20745;345307369X;0
91113;0786889004;7
269719;0425081087;0
214809;8804507454;9
198699;0060929383;0
184195;0671510053;6
127204;1881273156;8
56399;0439064864;0
241100;0446601616;7
202462;0671027360;8
278418;0816726116;0
35050;037323998X;0
177072;0553579525;0
116223;0060187468;0
269157;0345342615;0
149069;0440206146;0
145916;11254041;7
30276;0399138153;0
142524;0425144062;9
81128;0771014899;0
122506;0399148620;0
48046;0312263120;0
214485;0747563209;10
228998;0515129704;0
206534;0312986319;8
78841;0316899984;0
86231;8878186716;7
127800;1555971962;10
26535;0821772902;5
88733;0816030359;9
262014;0316107352;0
78229;0385498802;9
234623;1566197767;0
164905;0373031068;5
148282;0553153277;8
212965;0671744216;5
221495;0679733736;10
66942;0831796197;0
262208;0590350072;0
153662;0440227259;0
104880;0375405445;8
252903;0140707123;5
40553;0553246895;0
267326;0440224764;9
21364;068483670X;3
223607;0886777666;0
100644;0515129704;6
224997;0440221595;8
129358;0505522977;0
187512;3257203659;7
253629;0345447840;5
91184;0385196156;8
56447;1560545275;0
249628;0553296981;0
105517;185326895X;7
187170;0440235502;0
8782;1551053020;5
11676;039591910X;8
152249;0440165121;0
263877;0676970753;7
35859;0445406518;0
70666;0553211765;4
143163;0679414495;0
29209;0452284449;5
92681;0910367531;4
163570;0449210928;10
64524;0887483968;10
32195;1573181218;0
135265;0758205511;0
61612;0375704043;0
224525;0875420222;10
113951;0679764119;5
85944;0790001799;0
193632;0689857705;8
83156;0971880107;0
19022;0373055552;0
174304;0465091296;0
35277;0553582143;3
218197;3548256007;0
125692;0380507730;0
24167;0590037145;0
226545;0380753022;0
142540;0099163926;6
196077;0345425308;0
250405;0671028375;0
225986;0006167632;0
914;379411664X;0
235105;1558743316;0
189115;0425171078;0
240100;880430278X;0
16190;0553295608;9
232131;0060927542;0
278418;0394831292;0
257450;1586481045;0
67775;0373790422;7
66385;0440224659;0
58389;0345380096;0
163600;0743452925;5
23595;0375500510;8
255092;0020178557;0
68478;0451622103;0
108285;0671025333;0
130474;0451406222;0
56271;0747522669;0
35050;1882467159;0
58224;0312995466;0
127429;0723234728;0
242646;034541389X;0
277378;0140089128;0
123608;0486296024;6
251613;0553280414;0
19711;0440212200;0
240484;0440236053;8
2688;3518383620;0
196077;0446672211;0
20062;3453003128;0
100906;0394711556;0
107951;0935696008;8
11676;1576736997;6
250359;0352332573;0
215006;0385504209;9
208788;0553272500;0
11676;3404136799;0
11462;0771087918;9
225087;0679425136;0
55548;0345336895;0
25895;0971880107;0
274061;0373029802;0
76352;0743456181;0
230496;0679463070;0
60244;0028604385;0
168047;0312862334;10
120093;0886776481;5
62582;0671023616;8
225232;0732910978;0
39281;0671210742;0
7158;0843953144;0
1129;0618045996;0
193499;0061031321;0
93092;0671444980;10
56399;1561840033;10
140291;3499221349;9
93116;0671003755;8
225763;1562614606;5
265313;0345357019;0
247890;0890964041;0
258413;3811801058;0
177090;1551664852;0
93047;0375706682;0
170595;0812521021;0
67403;0553573136;0
41841;0671893122;0
265115;0312970056;5
226361;0517702967;10
97945;0684804212;0
29855;0884042693;0
92132;0553560956;10
98356;0394502949;0
234623;0590149288;0
232131;0671660578;0
246820;0399145079;8
241093;0446608815;8
246311;0553212087;0
238781;1576732371;0
125779;0451207556;0
159137;156924748X;0
267635;0385304366;8
95261;0451162145;0
230522;0312977379;0
229551;0373250398;0
274004;0880015829;0
213350;1858281385;0
136908;0885020292X;6
72992;207039395X;0
146113;0345367359;0
200315;0942024001;0
22625;0333677676;0
40943;0553264206;0
197232;2253153427;0
138995;043936213x;10
249658;0552151769;7
46398;0813518121;5
101620;0373240716;9
254502;026466339X;9
258151;051511264X;0
16795;0448400901;5
269566;0380418975;0
88677;067152626X;8
99641;0394839250;0
242006;0373029438;0
135460;1570613818;5
95902;8433908804;7
180860;0446343552;7
61165;0812550773;0
77128;0425182878;8
151002;0451203070;9
155989;0440220793;0
78448;055326351X;7
106280;0807070920;5
161936;0937539481;0
231416;157322529;0
236340;0066214483;10
98758;0425138577;0
185771;0553158589;0
187145;0765300273;0
71261;0316969680;0
115003;0802139256;8
61619;0345327780;0
26898;8476729375;10
195694;158234146X;0
171422;42605055X;0
53456;038533348X;0
141901;0786867175;0
189688;006109868X;7
8245;0062701649;0
276939;2878580753;10
162473;0345391055;0
11676;037570633X;10
37546;848130073X;0
145619;0395859972;0
11676;8820023385;0
14958;8440637969;7
90277;2702495524;0
223087;0451197550;0
234623;055309971X;0
226987;0312253435;8
36907;0060973617;10
179733;0679826424;0
53614;0671042858;0
127826;0316340944;0
276275;0743423801;5
25436;2020058863;8
271195;0345435257;7
238568;0679781587;8
177635;0140302050;0
167349;0440200989;0
170518;0553583549;0
196457;006016848X;7
184299;0671873202;0
144162;0380389274;0
114444;0824953320;0
196352;0805063897;0
203163;0446603503;4
247447;1558746226;0
19638;0201517205;0
24835;0142002593;0
223034;0156372118;8
236668;0141301104;10
55763;0679402977525;0
252695;0786703474;8
165319;044100492X;0
33656;1576734110;5
250645;0446608653;0
200674;0312956789;0
184299;0312169078;0
205735;0448095521;0
127233;0307117138;0
102110;0312924585;9
143175;0440134765;0
116599;0373709455;0
37644;0064400581;0
37950;0345440021;0
233656;078686317X;0
231857;1857978684;0
252045;0061010251;0
126697;020527692X;0
250105;0316290238;0
136348;0515133302;0
107784;038532362X;5
242639;0449300277;0
208271;0142302082;9
31005;842042174X;0
139467;0440169127;0
35857;0446343129;0
234765;0971880107;0
87690;0911119744;0
98391;0451210654;9
51386;0696011409;0
241346;0375406557;5
238864;0340610557;0
217986;0385312105;0
140000;0330344994;0
31846;0671787187;0
52175;0684801051;6
156502;8432932019;0
159033;0679444815;10
50860;0151002762;0
216705;9722110195;7
111538;880432094X;7
170158;2266030213;3
130474;0345360982;0
203240;0670030643;0
216546;0451525663;5
110973;0896860744;0
52894;0671656457;0
264321;0553285815;0
124310;1556523092;8
269009;0340742496;0
171542;3257062265;0
193898;0380817632;6
171118;0894950525;8
59820;0786830190;0
116466;0375707972;0
77306;0440235162;8
243294;0684803968;9
160558;0553289411;6
127779;0505524333;0
253821;0446601241;0
277230;037541309X;7
151806;0140367411;0
151702;0064408620;0
270084;0440213029;5
135149;0060740450;8
76957;0060163100;5
12569;0140118470;10
114368;0385336306;5
271538;0671870807;0
98741;031228554X;0
140863;315000067X;3
168545;0061097667;0
143415;0060925981;0
123867;0399144463;0
49144;8474619025;8
32300;0061065765;8
97122;006515683;6
187613;0451153553;0
123625;0752825127;0
17190;1551666480;0
81120;3442350603;0
102398;0440495563;6
13273;0393317552;0
133418;0553560735;0
278418;0373707347;0
3605;0451147367;5
100578;0140431403;0
61798;0670805149;9
73196;0446607223;0
153662;042517428X;10
184392;0394832876;5
245827;0310257123;0
165232;0446608726;0
108285;0671727796;9
241432;3896672282;8
278418;0345428919;0
177319;1575661071;9
190459;0399144315;0
127129;0743411250;0
175003;0446604658;0
55187;0451524829;0
209756;0425134717;0
63033;0375700757;0
23038;0684833395;0
252848;038079828X;0
52805;0440224713;0
114078;9056373749;7
212898;0373614608;0
55734;044023722X;0
20172;0440952522;10
74691;055337933X;8
49889;0440119006;0
238961;0671743481;10
107301;074726693X;0
13082;0690040784;0
268030;1582431434;9
227814;0373289677;0
242824;1551666308;0
155147;0393009688;8
228372;0874774764;9
72451;1899606157;0
224340;0684815451;0
206202;0060256710;10
160412;387024674X;0
235384;0782121292;7
155769;8420646199;8
277203;0717283208;8
6242;077106800X;7
193798;0345444388;0
69697;0505523752;10
146699;0440224764;5
146709;0312171951;0
183277;0394718526;0
42914;0553213172;0
232036;1551665972;8
237411;0679404775;8
61667;0755325176;0
156971;2253016950;0
278846;0060809833;8
198711;0373056966;0
217874;379511733X;6
6543;1582343187;0
130474;0486244938;0
137137;0425144429;9
138097;0061052477;0
231210;055324454X;0
122216;0440236673;0
177458;0312972849;8
154927;0385040202;0
130571;0670894915;0
229329;014003820.5;10
107453;0671039970;0
254465;0449006530;0
99193;0743403614;7
74287;B00018U9FW;10
100459;0874776945;8
174830;0023470801;5
18310;0446678457;0
98758;1562827545;8
31229;0140622179;7
129929;0440204925;0
82673;0345378482;7
252827;0563387572;0
132373;0060934417;0
183090;0517703939;0
229329;0689114834;8
160681;0671434225;10
90616;0375431292;8
41347;O97188O1O7;0
28360;0590476769;10
195374;0131605232;0
86419;0671026011;0
247582;0553574779;8
225565;0684845067;0
231252;0385314388;0
138844;0836270061;7
22625;0385721420;0
221510;0671670689;7
57006;0553574183;0
1211;0843110589;0
29743;1881830004;0
244662;0061020710;7
82926;0446805580;0
123867;0446527033;8
11676;0451191013;6
124259;0452280397;0
183995;0688033865;0
125287;0679745793;0
268030;1570719357;5
158295;0684195984;7
38781;0515121746;0
10497;9074336329;0
46222;0879100281;0
126736;0373483546;0
196160;1591823781;4
78074;0152022341;8
244139;3442452368;0
1025;0330301691;0
12982;1400034671;10
15208;0030635543;3
199501;7806318232;9
102322;3596216168;0
135265;0373245297;7
177458;1570425388;0
269719;0385335482;0
23872;0805037942;8
105517;0836218256;9
205999;0140276300;10
252713;0553349481;0
249894;1885223684;0
206675;0064400026;1
67515;0312980140;0
104636;0671644475;0
242073;0804115761;0
95848;3456819684;0
265299;0440226430;5
25636;0099233010;0
104636;0671885642;0
203240;0590447386;0
204167;0373706669;0
140879;2226061185;0
275850;0446602620;8
62968;0299185842;0
189835;0892837438;10
154070;0345334302;0
116400;055356983X;10
82164;0867211938;0
93047;0395628830;0
177073;0448410869;7
197427;8804409959;0
175886;0586209549;0
260897;0312274920;0
178920;0140266771;0
126015;1550139029;6
193863;0552145440;10
98391;0312987846;10
47975;0440221471;0
185448;0671656678;5
177021;0380789035;8
245428;0874778964;9
48057;0435906739;0
193966;0553575090;8
206567;0836246314;9
4285;0375502238;0
225761;8806142100;0
182085;0671019716;10
182517;342320317X;0
259260;0671782479;0
197775;0440402301;0
4896;9739507980;9
209685;157322216X;0
98758;0312262884;7
123095;0762709308;0
19484;0876305168;5
259260;0330284789;0
229921;0425182908;0
263460;0886777747;7
161480;2707303143;8
69790;0312317808;0
145861;0380714647;7
44297;0156027402;6
172061;0689817215;0
172742;0877014116;0
278418;0440117569;0
267282;0373227744;0
251140;0451160533;0
30385;0140620486;10
104812;0375727779;8
138198;0440150795;0
30642;0375703055;0
235498;043935806X;0
276498;0312951647;9
257204;0345302206;10
55892;0151008116;9
239808;0671034111;5
184871;3547719046;7
235282;0743418174;0
203968;0553578820;0
16854;0375700757;0
98391;0843952318;8
67250;0226424197;7
120565;0340721421;8
257204;0345362594;10
36554;0374250820;9
87275;3499147084;5
9138;0375726403;0
93047;0395745381;0
37567;0316781010;0
3373;0786889055;0
149690;0007140676;0
241268;8401242819;0
145451;0439136350;0
253590;0140860673;7
61427;0440412927;0
103528;0393307050;9
227447;0140274774;0
200643;0300093055;6
222826;0316848123;6
53200;0316899984;0
228311;0446327018;0
154926;0609600575;7
198302;1573227331;0
12538;0671871218;0
212898;0373120338;0
29117;8845915719;8
153662;037323998X;0
24624;0882709496;7
223566;0671024205;1
47316;0451411315;0
11676;1580050972;10
262940;0425184129;8
113519;1573222127;9
242106;0553572040;10
1409;0440208912;8
99955;0770429033;0
116123;0446527033;0
135367;3499151499;0
151806;0553261584;0
11676;8423903060;6
166813;0767908171;9
115904;0142001805;8
16488;0679429220;0
50225;0452280621;0
48046;0679429220;0
30533;0440225922;7
278188;0061030643;0
268032;044021145X;0
31551;1555611664;5
210485;0812532538;9
11676;0553252968;9
278418;0590568825;0
67136;0765342456;0
184891;068816112X;0
69697;0571136931;0
32721;2746705117;8
227250;0373272812;8
16634;0415922801;0
6575;0394178637;0
129074;0553273310;0
173415;0393319296;9
66680;0804105820;0
33517;0582296811;7
220240;0385490445;0
244420;0590431145;0
87555;0805063196;0
97754;0451180429;8
139359;0916397769;0
278418;0816737908;0
91203;1904132278;7
251801;3791519859;9
198711;0913367478;0
7528;0553269216;0
68555;1556612966;8
11676;0446515671;8
61619;0440202043;0
98391;0688174590;9
157247;0743404068;9
174615;0679781277;8
6153;1558743669;7
130554;0808549669;5
137968;0739435469;10
53220;0312978707;0
78783;1581822871;0
258152;1576105067;4
73394;0821766570;0
147451;0553575384;0
52614;042519521X;0
157273;0684196778;7
43118;849204683X;7
218121;0451518144;10
102359;0399144463;10
26883;1551432633;0
127762;1479400599;7
211304;0425177173;8
114868;0192842188;8
30511;0679761829;7
33319;0553246895;0
58898;0440186927;0
121119;0345334205;9
85962;0679731725;5
60244;1853261319;8
129358;0373652259;0
177458;0881663298;8
61378;0886778697;0
23768;1580173128;10
278418;0140502068;0
256407;0515116084;0
228021;0345337662;0
191875;0446608386;8
198711;037348352X;0
11676;3785708076;0
198711;044084696X;0
85757;0679850910;0
126395;0671867113;0
8936;0807576743;0
238613;0451203771;8
95193;875293700;0
212467;1878990810;0
261105;3499134438;0
172061;0060502266;0
189334;0891457453;10
170861;0786885416;0
149908;0099800403;0
198699;1551666944;0
17183;1573226122;6
265834;2253004464;0
143175;0671573926;7
217375;0385335490;0
51442;0893842680;0
196738;0553569570;7
101876;0399146253;9
12538;0671600427;0
106225;0671732641;0
154730;0803281951;0
20409;0380698714;0
100115;0425195899;0
36836;0316728950;0
224342;0446611867;1
201447;0876668767;0
223530;0590423789;0
103515;3855021937;6
259635;8422679876;0
244286;014131088X;9
188369;0062720465;10
155580;0375501525;0
113519;059063271X;0
261603;0517703386;6
245827;0394878655;0
261037;0718143728;10
265591;8476004702;0
251844;0006514952;10
29358;3442429552;5
27551;0553561448;0
62951;8445901672;8
27826;0312925581;8
38273;0590066560;10
44728;0743460529;0
100846;0679454446;0
114544;0307216233;0
78834;0064434222;10
36836;0385020570;0
247429;0451192931;0
164705;0563534222;9
84126;9034402401;7
124942;0515132640;0
178797;0345391829;6
278418;1571515496;0
24440;9726628172;8
16795;1551660571;8
4017;0375406530;10
234623;0373292953;0
204304;0451208811;8
232131;0061095540;0
146564;1573225789;0
218552;0060504072;0
243891;0375726403;5
232131;0449221555;0
241198;3893733701;0
